Timestamp,Age,Gender,City,How would you rate the overall cleanliness of the public toilets you have used in the past month?,How safe do you feel when using public toilets ?,What features would you like to see in public toilets to make them more comfortable and convenient? ,"Do you have public services like buses, parks , or libraries?","How often do you use public transportation (buses, trains,etc.)?",How satisfied are you with the public transportation in your area?,What changes would you like to see in public transportation?,Do you visit parks in your area?,What would make you more likely to visit local parks?,Which park amenities are most important to you?,What is the most significant issue or concern you face when visiting local parks? ,Do you feel safe using public transportation in your area?,Are there any new service you'd like to see in local parks? ,How satisfied are you with the services and resources offered by local libraries?, How often do you visit the library?,How satisfied are you with local public services overall?,What types of programs or services would you like to see offered at local libraries?, Do you have any suggestions for improving local public services?
58:18.7,10-18 years,Female,Andhra pradesh,,,,No,Once a week,Satisfied,More frequent buses/trains,Sometimes,Increased programming and events,Playgrounds,Maintenance and cleanliness,No,Electric vehicle charging stations,Dissatisfied,Quarterly,Dissatisfied,Language learning programs,Increase transparency
59:10.2,10-18 years,Female,chennai,,,,No,A few times a week,Very satisfied,Reduced fares or free transfers,No,More amenities,Sports facilities,Maintenance and cleanliness,Sometimes,Electric vehicle charging stations,Satisfied,Monthly,Very Satisfied,"DIY workshop(crafting,painting)",Improve customer service
00:08.1,18-35 years,Male,palamaner,,,,No,Once a week,Neutral,More frequent buses/trains,No,More amenities,Walking trails,Accessibility and inclusivity,No,Public restrooms,Dissatisfied,Quarterly,Very Dissatisfied,E book access,Increase transparency
00:45.1,10-18 years,Female,Hyderabad,,,,No,Once a week,Unsatisfied,Reduced fares or free transfers,Sometimes,Better maintenance and cleanliness,Picnic area,Lack of amenities,Yes,Public restrooms,Very Satisfied,Never,Very Satisfied,"DIY workshop(crafting,painting)",Invest in technology
01:18.5,36-50 years,Male,mysuru,,,,Yes,A few times a week,Very satisfied,More frequent buses/trains,No,Better maintenance and cleanliness,Restrooms,Crowding and noise,No,Sports equipment rentals,Satisfied,Never,Neutral,E book access,Increase transparency
02:26.5,36-50 years,Male,Tirupati,,,,No,Once a week,Very satisfied,"Cleaner, more comfortable vehicles",No,Improved lighting and safety,Picnic area,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Monthly,Neutral,E book access,Invest in technology
07:41.1,10-18 years,Female,palamaner,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Playgrounds,Accessibility and inclusivity,No,Public restrooms,Dissatisfied,Never,Neutral,E book access,Improve customer service
11:00.6,18-35 years,Female,Hyderabad,,,,No,Everyday,Very unsatisfied,Reduced fares or free transfers,No,Increased programming and events,Sports facilities,Lack of amenities,Yes,Sports equipment rentals,Satisfied,Rarely,Neutral,E book access,Improve customer service
17:44.2,18-35 years,Male,kanakapura,,,,No,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Sometimes,Improved lighting and safety,Restrooms,Safety and security,Yes,Public restrooms,Dissatisfied,Quarterly,Satisfied,E book access,Improve customer service
18:38.4,51-70 years,Male,palamaner,,,,No,Everyday,Very satisfied,More frequent buses/trains,Sometimes,Improved lighting and safety,Walking trails,Safety and security,No,Electric vehicle charging stations,Neutral,Rarely,Very Dissatisfied,"DIY workshop(crafting,painting)",Increase transparency
21:54.3,51-70 years,Male,Hyderabad,,,,Yes,Everyday,Very unsatisfied,More frequent buses/trains,Sometimes,Increased programming and events,Sports facilities,Maintenance and cleanliness,No,Public restrooms,Neutral,Quarterly,Neutral,E book access,Invest in technology
22:45.0,10-18 years,Male,Hyderabad,,,,Yes,Never,Unsatisfied,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Picnic area,Accessibility and inclusivity,Sometimes,Public restrooms,Neutral,Rarely,Satisfied,E book access,Invest in technology
23:52.3,51-70 years,Male,Hyderabad,,,,No,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",Yes,More amenities,Sports facilities,Crowding and noise,Yes,Public restrooms,Neutral,Quarterly,Very Dissatisfied,Language learning programs,Enhance community engagement
28:42.8,36-50 years,Male,mysuru,,,,Yes,A few times a week,Satisfied,Reduced fares or free transfers,Yes,Improved lighting and safety,Picnic area,Lack of amenities,Sometimes,Electric vehicle charging stations,Dissatisfied,Rarely,Very Dissatisfied,Language learning programs,Invest in technology
29:19.6,36-50 years,Male,palamaner,,,,No,Once a week,Satisfied,"Cleaner, more comfortable vehicles",No,Improved lighting and safety,Walking trails,Maintenance and cleanliness,Sometimes,Sports equipment rentals,Neutral,Monthly,Satisfied,E book access,Increase transparency
30:36.6,51-70 years,Male,Tirupati,,,,Yes,Once a week,Very satisfied,More frequent buses/trains,No,Better maintenance and cleanliness,Walking trails,Lack of amenities,No,Electric vehicle charging stations,Very Satisfied,Rarely,Satisfied,Language learning programs,Enhance community engagement
34:31.7,36-50 years,Male,palamaner,,,,No,Never,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Public restrooms,Satisfied,Weekly,Dissatisfied,Language learning programs,Invest in technology
36:49.8,18-35 years,Male,Hyderabad,,,,No,Everyday,Unsatisfied,"Cleaner, more comfortable vehicles",No,More amenities,Restrooms,Crowding and noise,No,Electric vehicle charging stations,Satisfied,Rarely,Very Satisfied,Language learning programs,Increase transparency
37:13.9,10-18 years,Male,Bengaluru,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Playgrounds,Lack of amenities,Sometimes,Sports equipment rentals,Neutral,Rarely,Satisfied,Language learning programs,Increase transparency
38:53.1,10-18 years,Male,Andhra pradesh,,,,No,Everyday,Unsatisfied,"Cleaner, more comfortable vehicles",No,Improved lighting and safety,Restrooms,Crowding and noise,Yes,Electric vehicle charging stations,Satisfied,Never,Neutral,Language learning programs,Invest in technology
39:38.2,36-50 years,Male,Bengaluru,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Picnic area,Crowding and noise,Yes,Public restrooms,Dissatisfied,Monthly,Neutral,Language learning programs,Improve customer service
39:57.9,51-70 years,Female,kanakapura,,,,No,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Picnic area,Maintenance and cleanliness,No,Public restrooms,Very dissatisfied,Never,Neutral,Language learning programs,Enhance community engagement
40:55.9,10-18 years,Female,palamaner,,,,No,Once a week,Neutral,More frequent buses/trains,No,Better maintenance and cleanliness,Picnic area,Maintenance and cleanliness,No,Electric vehicle charging stations,Very dissatisfied,Monthly,Satisfied,Language learning programs,Improve customer service
19:41.8,18-35 years,Female,Hyderabad,,,,No,Never,Neutral,Increased safety and security,Sometimes,Increased programming and events,Restrooms,Accessibility and inclusivity,No,Sports equipment rentals,Dissatisfied,Monthly,Very Satisfied,Language learning programs,Invest in technology
20:02.7,18-35 years,Male,Hyderabad,,,,No,A few times a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Walking trails,Lack of amenities,Sometimes,Sports equipment rentals,Very dissatisfied,Quarterly,Very Dissatisfied,E book access,Invest in technology
20:26.7,36-50 years,Female,kanakapura,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,No,More amenities,Walking trails,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Satisfied,Rarely,Satisfied,E book access,Invest in technology
20:36.7,18-35 years,Female,Hyderabad,,,,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Improved lighting and safety,Walking trails,Lack of amenities,No,Electric vehicle charging stations,Very dissatisfied,Quarterly,Very Dissatisfied,E book access,Enhance community engagement
20:42.1,18-35 years,Male,Bengaluru,,,,Yes,Never,Satisfied,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Quarterly,Dissatisfied,Language learning programs,Invest in technology
21:00.3,18-35 years,Male,Bengaluru,,,,No,Once a week,Satisfied,Increased safety and security,Sometimes,Increased programming and events,Restrooms,Lack of amenities,No,Sports equipment rentals,Very dissatisfied,Weekly,Neutral,Language learning programs,Increase transparency
21:21.9,18-35 years,Male,Andhra pradesh,,,,Yes,Never,Neutral,Reduced fares or free transfers,No,More amenities,Picnic area,Maintenance and cleanliness,No,Electric vehicle charging stations,Neutral,Monthly,Satisfied,E book access,Improve customer service
21:39.2,36-50 years,Male,Andhra pradesh,,,,No,Once a week,Satisfied,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Picnic area,Lack of amenities,No,Electric vehicle charging stations,Dissatisfied,Never,Very Satisfied,E book access,Improve customer service
22:44.0,36-50 years,Female,chennai,,,,No,Once a week,Very satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Accessibility and inclusivity,Sometimes,Public restrooms,Satisfied,Quarterly,Very Dissatisfied,E book access,Increase transparency
22:55.5,18-35 years,Male,kanakapura,,,,No,Once a week,Neutral,Reduced fares or free transfers,Yes,Better maintenance and cleanliness,Walking trails,Lack of amenities,No,Sports equipment rentals,Very dissatisfied,Rarely,Neutral,E book access,Invest in technology
22:57.5,36-50 years,Female,Bengaluru,,,,No,Once a week,Satisfied,More frequent buses/trains,Yes,More amenities,Picnic area,Lack of amenities,No,Electric vehicle charging stations,Neutral,Never,Dissatisfied,"DIY workshop(crafting,painting)",Improve customer service
23:09.6,51-70 years,Male,mysuru,,,,No,Never,Very satisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Sports facilities,Maintenance and cleanliness,No,Electric vehicle charging stations,Dissatisfied,Monthly,Neutral,E book access,Improve customer service
23:14.6,18-35 years,Male,kanakapura,,,,Yes,Once a week,Unsatisfied,More frequent buses/trains,No,Increased programming and events,Restrooms,Maintenance and cleanliness,No,Sports equipment rentals,Dissatisfied,Rarely,Dissatisfied,Language learning programs,Improve customer service
23:20.3,36-50 years,Female,mysuru,,,,Yes,A few times a week,Unsatisfied,More frequent buses/trains,No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Dissatisfied,Quarterly,Satisfied,E book access,Invest in technology
23:36.7,18-35 years,Male,Bengaluru,,,,No,A few times a week,Satisfied,Increased safety and security,Sometimes,More amenities,Restrooms,Lack of amenities,No,Public restrooms,Dissatisfied,Never,Neutral,E book access,Increase transparency
23:39.2,10-18 years,Male,Andhra pradesh,,,,Yes,Everyday,Very unsatisfied,"Cleaner, more comfortable vehicles",Yes,More amenities,Walking trails,Lack of amenities,No,Electric vehicle charging stations,Neutral,Monthly,Neutral,E book access,Improve customer service
23:50.4,51-70 years,Male,Andhra pradesh,,,,No,Once a week,Very satisfied,"Cleaner, more comfortable vehicles",Sometimes,More amenities,Walking trails,Maintenance and cleanliness,Yes,Public restrooms,Very dissatisfied,Never,Dissatisfied,E book access,Improve customer service
23:53.2,18-35 years,Male,Hyderabad,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Maintenance and cleanliness,Yes,Sports equipment rentals,Dissatisfied,Quarterly,Very Dissatisfied,E book access,Invest in technology
24:01.1,36-50 years,Male,Bengaluru,,,,No,A few times a week,Very satisfied,Increased safety and security,Yes,More amenities,Sports facilities,Maintenance and cleanliness,No,Electric vehicle charging stations,Neutral,Monthly,Dissatisfied,E book access,Improve customer service
24:07.2,51-70 years,Female,Hyderabad,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,No,Better maintenance and cleanliness,Restrooms,Lack of amenities,Sometimes,Electric vehicle charging stations,Neutral,Monthly,Satisfied,E book access,Improve customer service
24:14.6,18-35 years,Male,chennai,,,,No,Everyday,Neutral,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Restrooms,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Dissatisfied,Rarely,Very Dissatisfied,"DIY workshop(crafting,painting)",Enhance community engagement
24:25.4,36-50 years,Male,kanakapura,,,,No,Never,Satisfied,Increased safety and security,Yes,More amenities,Restrooms,Lack of amenities,No,Electric vehicle charging stations,Very Satisfied,Monthly,Satisfied,"DIY workshop(crafting,painting)",Invest in technology
24:27.4,36-50 years,Male,Hyderabad,,,,No,Never,Unsatisfied,"Cleaner, more comfortable vehicles",No,More amenities,Picnic area,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,"DIY workshop(crafting,painting)",Improve customer service
24:37.5,51-70 years,Male,Bengaluru,,,,Yes,Once a week,Satisfied,Reduced fares or free transfers,No,More amenities,Walking trails,Crowding and noise,Sometimes,Public restrooms,Neutral,Weekly,Satisfied,"DIY workshop(crafting,painting)",Increase transparency
24:50.1,10-18 years,Male,kanakapura,,,,Yes,Once a week,Neutral,More frequent buses/trains,No,More amenities,Picnic area,Maintenance and cleanliness,Sometimes,Sports equipment rentals,Dissatisfied,Quarterly,Satisfied,E book access,Invest in technology
24:53.0,18-35 years,Female,kanakapura,,,,Yes,Once a week,Satisfied,Reduced fares or free transfers,No,Better maintenance and cleanliness,Playgrounds,Maintenance and cleanliness,No,Sports equipment rentals,Satisfied,Monthly,Very Satisfied,E book access,Increase transparency
24:53.8,10-18 years,Male,kanakapura,,,,Yes,Everyday,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Accessibility and inclusivity,No,Electric vehicle charging stations,Dissatisfied,Monthly,Satisfied,E book access,Invest in technology
25:03.7,36-50 years,Female,Tirupati,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Sports facilities,Accessibility and inclusivity,Sometimes,Public restrooms,Dissatisfied,Rarely,Neutral,E book access,Improve customer service
25:08.2,36-50 years,Female,Bengaluru,,,,No,Once a week,Very unsatisfied,Reduced fares or free transfers,No,Improved lighting and safety,Sports facilities,Maintenance and cleanliness,No,Electric vehicle charging stations,Dissatisfied,Quarterly,Dissatisfied,E book access,Improve customer service
25:19.3,18-35 years,Male,mysuru,,,,No,Never,Very unsatisfied,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Picnic area,Maintenance and cleanliness,Sometimes,Electric vehicle charging stations,Dissatisfied,Quarterly,Dissatisfied,E book access,Increase transparency
25:57.4,18-35 years,Male,kanakapura,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,Sometimes,Increased programming and events,Picnic area,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,"DIY workshop(crafting,painting)",Improve customer service
