Timestamp,How old are you?,What is your gender?,Where do you currently live?,How would you rate the overall cleanliness of the public toilets you have used in the past month?,How safe do you feel when using public toilets ?,What features would you like to see in public toilets to make them more comfortable and convenient? ,"Do you have public services like buses, parks , or libraries?","How often do you use public transportation (buses, trains,etc.)?",How satisfied are you with the public transportation in your area?,What changes would you like to see in public transportation?,Do you visit parks in your area?,What would make you more likely to visit local parks?,Which park amenities are most important to you?,What is the most significant issue or concern you face when visiting local parks? ,Do you feel safe using public transportation in your area?,Are there any new service you'd like to see in local parks? ,How satisfied are you with the services and resources offered by local libraries?, How often do you visit the library?,How satisfied are you with local public services overall?,What types of programs or services would you like to see offered at local libraries?, Do you have any suggestions for improving local public services?
2025-03-09 10:39:12.974,36-50 years,Male,palamaner,,,,No,A few times a week,Unsatisfied,Reduced fares or free transfers,No,More amenities,Sports facilities,Lack of amenities,No,Sports equipment rentals,Neutral,Rarely,Very Satisfied,Language learning programs,Improve customer service
2025-03-09 10:40:06.706,51-70 years,Male,Bengaluru,,,,No,Everyday,Satisfied,Reduced fares or free transfers,Sometimes,Better maintenance and cleanliness,Walking trails,Maintenance and cleanliness,Sometimes,Public restrooms,Satisfied,Rarely,Neutral,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 10:40:46.470,10-18 years,Female,palamaner,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",No,Improved lighting and safety,Sports facilities,Lack of amenities,Yes,Electric vehicle charging stations,Dissatisfied,Rarely,Satisfied,Language learning programs,Invest in technology
2025-03-09 10:41:35.379,36-50 years,Female,mysuru,,,,No,A few times a week,Satisfied,Increased safety and security,No,More amenities,Walking trails,Safety and security,Sometimes,Sports equipment rentals,Very dissatisfied,Monthly,Satisfied,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 10:46:14.337,51-70 years,Female,Bengaluru,,,,No,Everyday,Satisfied,More frequent buses/trains,Sometimes,More amenities,Picnic area,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Rarely,Dissatisfied,E book access,Enhance community engagement
2025-03-09 10:46:52.312,36-50 years,Female,chennai,,,,Yes,A few times a week,Unsatisfied,Reduced fares or free transfers,No,More amenities,Walking trails,Lack of amenities,No,Sports equipment rentals,Satisfied,Quarterly,Dissatisfied,E book access,Enhance community engagement
2025-03-09 10:47:05.897,18-35 years,Female,chennai,,,,No,Everyday,Very unsatisfied,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Walking trails,Maintenance and cleanliness,No,Electric vehicle charging stations,Neutral,Monthly,Neutral,E book access,Invest in technology
2025-03-09 10:48:13.884,36-50 years,Male,kanakapura,,,,No,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Sports facilities,Lack of amenities,Sometimes,Sports equipment rentals,Neutral,Rarely,Very Dissatisfied,E book access,Invest in technology
2025-03-09 10:48:26.971,51-70 years,Male,mysuru,,,,Yes,Never,Unsatisfied,More frequent buses/trains,Sometimes,Increased programming and events,Sports facilities,Lack of amenities,No,Sports equipment rentals,Very dissatisfied,Quarterly,Satisfied,E book access,Enhance community engagement
2025-03-09 10:53:45.020,36-50 years,Female,Bengaluru,,,,Yes,Never,Unsatisfied,Increased safety and security,No,Better maintenance and cleanliness,Picnic area,Maintenance and cleanliness,No,Electric vehicle charging stations,Very Satisfied,Monthly,Very Dissatisfied,Language learning programs,Invest in technology
2025-03-09 10:56:45.334,51-70 years,Male,chennai,,,,No,A few times a week,Unsatisfied,Increased safety and security,Yes,Increased programming and events,Restrooms,Maintenance and cleanliness,No,Electric vehicle charging stations,Very dissatisfied,Weekly,Satisfied,Language learning programs,Increase transparency
2025-03-09 10:57:57.786,36-50 years,Female,mysuru,,,,Yes,Never,Very satisfied,"Cleaner, more comfortable vehicles",Sometimes,Improved lighting and safety,Sports facilities,Maintenance and cleanliness,Yes,Sports equipment rentals,Very dissatisfied,Never,Satisfied,"DIY workshop(crafting,painting)",Enhance community engagement
2025-03-09 10:58:14.663,51-70 years,Male,Bengaluru,,,,No,Everyday,Unsatisfied,"Cleaner, more comfortable vehicles",No,More amenities,Sports facilities,Safety and security,No,Electric vehicle charging stations,Satisfied,Quarterly,Neutral,Language learning programs,Increase transparency
2025-03-09 10:58:47.105,10-18 years,Male,Andhra pradesh,,,,Yes,Everyday,Unsatisfied,Reduced fares or free transfers,No,Improved lighting and safety,Restrooms,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Monthly,Satisfied,Language learning programs,Invest in technology
2025-03-09 11:29:43.821,36-50 years,Female,palamaner,,,,Yes,Once a week,Very satisfied,Increased safety and security,No,Better maintenance and cleanliness,Playgrounds,Safety and security,Yes,Electric vehicle charging stations,Very Satisfied,Quarterly,Very Dissatisfied,E book access,Enhance community engagement
2025-03-09 11:32:59.544,18-35 years,Female,Hyderabad,,,,No,Everyday,Satisfied,Reduced fares or free transfers,No,More amenities,Walking trails,Crowding and noise,No,Electric vehicle charging stations,Dissatisfied,Weekly,Dissatisfied,Language learning programs,Increase transparency
2025-03-09 11:47:27.310,18-35 years,Female,chennai,,,,Yes,A few times a week,Neutral,More frequent buses/trains,Yes,Increased programming and events,Sports facilities,Accessibility and inclusivity,No,Public restrooms,Neutral,Quarterly,Satisfied,E book access,Invest in technology
2025-03-09 11:48:05.469,18-35 years,Female,mysuru,,,,Yes,Once a week,Unsatisfied,Reduced fares or free transfers,No,Increased programming and events,Picnic area,Maintenance and cleanliness,No,Electric vehicle charging stations,Dissatisfied,Rarely,Very Dissatisfied,E book access,Enhance community engagement
2025-03-09 11:48:44.498,10-18 years,Female,mysuru,,,,Yes,Once a week,Satisfied,Increased safety and security,Yes,More amenities,Picnic area,Maintenance and cleanliness,No,Public restrooms,Satisfied,Weekly,Neutral,E book access,Improve customer service
2025-03-09 11:49:51.094,10-18 years,Male,Hyderabad,,,,No,A few times a week,Unsatisfied,Reduced fares or free transfers,No,Increased programming and events,Walking trails,Safety and security,No,Public restrooms,Satisfied,Never,Satisfied,Language learning programs,Invest in technology
2025-03-09 11:51:34.908,36-50 years,Female,palamaner,,,,No,Everyday,Neutral,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Playgrounds,Lack of amenities,No,Public restrooms,Very dissatisfied,Rarely,Neutral,E book access,Invest in technology
2025-03-09 11:54:38.270,36-50 years,Female,Bengaluru,,,,Yes,Once a week,Very satisfied,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Restrooms,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Satisfied,Quarterly,Dissatisfied,E book access,Improve customer service
2025-03-09 11:55:02.288,36-50 years,Male,mysuru,,,,No,Once a week,Very satisfied,Reduced fares or free transfers,No,Increased programming and events,Picnic area,Safety and security,No,Public restrooms,Satisfied,Quarterly,Neutral,Language learning programs,Improve customer service
2025-03-09 12:05:46.801,36-50 years,Female,Hyderabad,,,,No,Everyday,Very satisfied,More frequent buses/trains,Yes,Increased programming and events,Picnic area,Lack of amenities,No,Electric vehicle charging stations,Very Satisfied,Rarely,Dissatisfied,E book access,Enhance community engagement
2025-03-09 12:08:08.430,36-50 years,Male,kanakapura,,,,No,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Restrooms,Lack of amenities,No,Public restrooms,Very Satisfied,Rarely,Neutral,E book access,Enhance community engagement
2025-03-09 12:08:26.613,18-35 years,Female,chennai,,,,No,A few times a week,Satisfied,Increased safety and security,Yes,Increased programming and events,Walking trails,Maintenance and cleanliness,Sometimes,Sports equipment rentals,Neutral,Never,Dissatisfied,Language learning programs,Enhance community engagement
2025-03-09 12:12:17.650,36-50 years,Female,Bengaluru,,,,No,A few times a week,Unsatisfied,Increased safety and security,Yes,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,Yes,Sports equipment rentals,Satisfied,Quarterly,Dissatisfied,Language learning programs,Invest in technology
2025-03-09 12:15:31.694,51-70 years,Female,chennai,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,Yes,Better maintenance and cleanliness,Picnic area,Lack of amenities,No,Sports equipment rentals,Dissatisfied,Quarterly,Dissatisfied,E book access,Improve customer service
2025-03-09 12:17:05.017,18-35 years,Female,Hyderabad,,,,No,Never,Unsatisfied,Reduced fares or free transfers,No,Better maintenance and cleanliness,Sports facilities,Crowding and noise,No,Electric vehicle charging stations,Dissatisfied,Quarterly,Satisfied,E book access,Improve customer service
2025-03-09 12:17:45.409,51-70 years,Male,palamaner,,,,Yes,Never,Neutral,More frequent buses/trains,No,Better maintenance and cleanliness,Picnic area,Maintenance and cleanliness,No,Electric vehicle charging stations,Satisfied,Quarterly,Very Satisfied,"DIY workshop(crafting,painting)",Enhance community engagement
2025-03-09 12:19:21.395,51-70 years,Female,Hyderabad,,,,No,Never,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Picnic area,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Satisfied,Quarterly,Very Satisfied,"DIY workshop(crafting,painting)",Invest in technology
2025-03-09 12:20:43.513,36-50 years,Female,Bengaluru,,,,Yes,Once a week,Unsatisfied,Increased safety and security,Yes,Increased programming and events,Walking trails,Crowding and noise,Sometimes,Electric vehicle charging stations,Dissatisfied,Monthly,Neutral,E book access,Increase transparency
2025-03-09 12:25:14.257,10-18 years,Male,Hyderabad,,,,No,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",Yes,Improved lighting and safety,Restrooms,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Dissatisfied,Rarely,Satisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 12:26:02.288,18-35 years,Female,Hyderabad,,,,No,Never,Satisfied,"Cleaner, more comfortable vehicles",No,Improved lighting and safety,Walking trails,Maintenance and cleanliness,No,Electric vehicle charging stations,Very Satisfied,Never,Satisfied,Language learning programs,Improve customer service
2025-03-09 12:33:40.981,51-70 years,Male,kanakapura,,,,No,A few times a week,Satisfied,Reduced fares or free transfers,Yes,More amenities,Playgrounds,Maintenance and cleanliness,No,Electric vehicle charging stations,Very dissatisfied,Never,Very Dissatisfied,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 12:34:09.728,36-50 years,Male,Bengaluru,,,,Yes,Never,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Lack of amenities,No,Electric vehicle charging stations,Very dissatisfied,Quarterly,Very Dissatisfied,E book access,Improve customer service
2025-03-09 12:41:39.632,51-70 years,Female,mysuru,,,,No,Once a week,Satisfied,Reduced fares or free transfers,Yes,Increased programming and events,Picnic area,Lack of amenities,No,Electric vehicle charging stations,Satisfied,Weekly,Neutral,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 12:56:12.043,18-35 years,Male,Hyderabad,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Walking trails,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 12:56:31.309,18-35 years,Male,mysuru,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Monthly,Very Satisfied,E book access,Increase transparency
2025-03-09 12:56:53.834,36-50 years,Female,mysuru,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",Yes,More amenities,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 12:57:14.144,18-35 years,Male,Bengaluru,,,,No,Once a week,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Maintenance and cleanliness,No,Sports equipment rentals,Dissatisfied,Rarely,Neutral,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 12:57:32.024,18-35 years,Male,chennai,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Neutral,Rarely,Neutral,E book access,Increase transparency
2025-03-09 12:57:48.379,36-50 years,Male,mysuru,,,,No,Once a week,Satisfied,More frequent buses/trains,No,Improved lighting and safety,Playgrounds,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Quarterly,Neutral,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 12:58:18.482,36-50 years,Female,palamaner,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Dissatisfied,Rarely,Satisfied,Language learning programs,Improve customer service
2025-03-09 12:58:40.287,18-35 years,Male,Hyderabad,,,,Yes,Never,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Safety and security,No,Public restrooms,Very Satisfied,Quarterly,Neutral,E book access,Enhance community engagement
2025-03-09 12:58:56.330,36-50 years,Male,kanakapura,,,,No,Once a week,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Neutral,Quarterly,Dissatisfied,E book access,Improve customer service
2025-03-09 12:59:23.289,18-35 years,Male,mysuru,,,,No,Once a week,Neutral,Reduced fares or free transfers,Yes,More amenities,Walking trails,Maintenance and cleanliness,No,Sports equipment rentals,Dissatisfied,Rarely,Neutral,E book access,Improve customer service
2025-03-09 12:59:47.197,18-35 years,Male,Hyderabad,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Playgrounds,Accessibility and inclusivity,Yes,Sports equipment rentals,Neutral,Quarterly,Neutral,E book access,Invest in technology
2025-03-09 14:06:59.264,36-50 years,Male,chennai,,,,No,A few times a week,Unsatisfied,Increased safety and security,Sometimes,Increased programming and events,Picnic area,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Very Satisfied,Weekly,Dissatisfied,Language learning programs,Invest in technology
2025-03-09 14:07:12.284,51-70 years,Female,Bengaluru,,,,Yes,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,More amenities,Picnic area,Crowding and noise,Yes,Electric vehicle charging stations,Satisfied,Weekly,Neutral,Language learning programs,Increase transparency
2025-03-09 14:07:18.625,36-50 years,Female,Hyderabad,,,,No,Never,Neutral,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Sports facilities,Maintenance and cleanliness,Yes,Sports equipment rentals,Neutral,Quarterly,Satisfied,E book access,Enhance community engagement
2025-03-09 14:11:52.451,51-70 years,Female,Tirupati,,,,No,A few times a week,Neutral,Increased safety and security,Sometimes,More amenities,Picnic area,Lack of amenities,Yes,Sports equipment rentals,Very Satisfied,Monthly,Dissatisfied,E book access,Increase transparency
